Group,Week,Date,Species,PlantId,Use,Treatment,Soil_humidity,Electrical_conductivity,Too_dry,Plant_height,Leaf_number,Leaf_length,Leaf_width,Leaf_area,Chlorophyll_content,Aerial_fresh_weight,Aerial_dry_weight,Root_length,Roots_fresh_weight,Roots_dry_weight,Mortality,Comments
G5,W4,2022-11-02,Raphanus sativus,Rsi2,cultivated,i, 22.0,1.15,,11,8, 5.90, 3.70,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi3,cultivated,i, 16.8,1.26,,14,8, 7.10, 4.60,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi4,cultivated,i, 9.7,,dry,17,9, 10.00, 5.70,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi5,cultivated,i, 15.0,,dry,11,8, 5.20, 3.60,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi6,cultivated,i, 14.6,,dry,11,8, 6.20, 3.90,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rsi7,cultivated,i, 6.7,,dry,17,9, 9.20, 5.20,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poi1,wild,i, 30.7,1.39,,4,22, 1.70, 1.00,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poi2,wild,i, 35.8,1.53,,7,15, 2.00, 1.20,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poi3,wild,i, 36.2,1.46,,5,10, 1.70, 0.90,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poi4,wild,i, 41.2,1.60,,5,14, 2.00, 0.90,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poi5,wild,i, 37.5,1.57,,5,14, 2.20, 1.20,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poi6,wild,i, 39.0,1.54,,4,15, 2.00, 1.00,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Poi7,wild,i, 39.9,1.46,,4,21, 2.00, 1.20,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss1,cultivated,s, 6.3,,dry,16,6, 9.40, 5.30,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss2,cultivated,s, 4.9,,dry,11,8, 6.50, 3.20,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss3,cultivated,s, 5.9,,dry,13,7, 6.30, 4.60,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss4,cultivated,s, 7.1,,dry,13,6, 7.00, 4.00,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss5,cultivated,s, 1.8,,dry,7,2, 5.10, 3.00,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss6,cultivated,s, 5.3,,dry,15,5, 8.00, 4.90,,,,,,,,Alive,
G5,W4,2022-11-02,Raphanus sativus,Rss7,cultivated,s, 7.3,,dry,14,6, 7.50, 3.50,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Pos1,wild,s, 25.6,1.19,,5,16, 2.30, 1.30,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Pos2,wild,s, 24.1,1.38,,12,26, 2.10, 1.20,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Pos3,wild,s, 21.2,1.22,,4,12, 1.90, 1.00,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Pos4,wild,s, 27.7,1.35,,5,14, 1.90, 0.90,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Pos5,wild,s, 25.0,1.48,,6,15, 2.20, 1.20,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Pos6,wild,s, 24.8,1.50,,8,9, 2.10, 1.00,,,,,,,,Alive,
G5,W4,2022-11-02,Portulacea oleracea,Pos7,wild,s, 23.2,1.26,,5,14, 1.70, 0.90,,,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc1,cultivated,c, 32.4,1.29,,13,10, 7.10, 4.30,, 29.70,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc2,cultivated,c, 31.0,1.46,,14,10, 7.60, 4.60,, 26.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc3,cultivated,c, 37.4,1.19,,15,8, 8.30, 5.00,, 26.20,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc4,cultivated,c, 35.2,1.32,,13,8, 8.20, 4.60,, 23.60,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc5,cultivated,c, 38.9,1.40,,15,10, 7.50, 4.60,, 23.60,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc6,cultivated,c, 29.6,1.56,,16,8, 8.40, 6.20,, 23.70,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsc7,cultivated,c, 35.9,1.36,,16,8, 9.40, 6.10,, 22.50,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poc1,wild,c, 41.7,1.46,,5,17, 1.90, 1.00,, 27.00,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poc2,wild,c, 40.2,1.41,,5,21, 2.30, 1.30,, 30.90,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poc3,wild,c, 46.1,1.42,,4,21, 1.90, 1.10,, 29.10,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poc4,wild,c, 46.8,1.52,,8,28, 2.40, 1.30,, 28.30,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poc5,wild,c, 46.3,1.24,,13,23, 2.10, 1.20,, 29.40,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poc6,wild,c, 45.4,1.42,,5,21, 2.00, 1.30,, 29.10,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poc7,wild,c, 48.1,1.42,,7,24, 2.00, 1.20,, 27.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi1,cultivated,i, 7.3,,dry,19,6, 10.50, 6.50,, 27.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi2,cultivated,i, 12.4,,dry,11,8, 5.80, 4.00,, 20.50,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi3,cultivated,i, 10.9,,dry,17,7, 9.60, 5.50,, 27.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi4,cultivated,i, 5.7,,dry,17,6, 9.10, 5.00,, 31.80,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi5,cultivated,i, 8.7,,dry,19,5, 9.50, 5.40,, 26.80,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi6,cultivated,i, 9.4,,dry,11,7, 6.30, 3.80,, 29.80,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rsi7,cultivated,i, 4.2,,dry,12,6, 6.10, 3.60,, 28.10,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poi1,wild,i, 28.6,1.34,,4,23, 2.00, 1.00,, 25.30,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poi2,wild,i, 31.0,1.44,,8,14, 2.10, 1.10,, 30.10,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poi3,wild,i, 28.5,1.52,,5,10, 1.60, 0.90,, 20.90,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poi4,wild,i, 26.5,1.57,,8,9, 2.00, 1.30,, 20.30,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poi5,wild,i, 36.4,1.50,,4,10, 1.90, 0.90,, 19.50,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poi6,wild,i, 29.5,1.73,,4,19, 1.90, 1.10,, 27.90,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Poi7,wild,i, 29.7,1.57,,4,21, 2.10, 1.20,, 30.30,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss1,cultivated,s, 5.4,,dry,14,5, 8.00, 5.60,, 27.70,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss2,cultivated,s, 6.1,,dry,16,3, 8.00, 5.60,, 35.60,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss3,cultivated,s, 7.3,,dry,13,4, 6.50, 4.30,, 26.60,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss4,cultivated,s, 5.6,,dry,11,4, 6.10, 4.30,, 29.80,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss5,cultivated,s, 3.3,,dry,10,5, 5.20, 3.40,, 33.70,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss6,cultivated,s, 4.7,,dry,13,3, 7.00, 4.50,, 33.10,,,,,,Alive,
G5,W5,2022-11-09,Raphanus sativus,Rss7,cultivated,s, 7.0,,dry,16,3, 7.40, 4.50,, 35.50,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Pos1,wild,s, 14.5,,dry,6,16, 2.10, 1.20,, 28.10,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Pos2,wild,s, 15.4,1.66,,13,25, 2.10, 1.20,, 23.70,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Pos3,wild,s, 15.3,1.64,,4,11, 2.00, 1.00,, 28.00,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Pos4,wild,s, 13.7,,dry,5,15, 1.90, 0.90,, 25.70,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Pos5,wild,s, 14.6,,dry,6,21, 2.20, 1.40,, 28.50,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Pos6,wild,s, 13.5,,dry,8,7, 2.20, 1.30,, 28.30,,,,,,Alive,
G5,W5,2022-11-09,Portulacea oleracea,Pos7,wild,s, 14.5,,dry,5,13, 1.70, 0.80,, 29.50,,,,,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc1,cultivated,c, 16.7,1.32,,27,9, 13.00, 8.00,, 33.30, 25.15,, 20.80, 12.85,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc2,cultivated,c, 20.8,1.36,,25,9, 10.50, 8.50,, 26.90, 17.50,, 19.50, 10.88,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc3,cultivated,c, 25.2,1.19,,24,8, 10.00, 7.20,, 25.00, 16.13,, 17.20, 9.62,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc4,cultivated,c, 28.3,1.43,,22,7, 11.50, 8.00,, 23.50, 12.39,, 39.50, 17.74,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc5,cultivated,c, 19.5,1.39,,22,9, 11.80, 8.00,, 21.60, 23.13,, 26.60, 13.14,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc6,cultivated,c, 25.9,1.15,,21,7, 10.00, 8.50,, 22.70, 14.48,, 30.20, 11.84,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsc7,cultivated,c, 21.4,1.31,,23,8, 12.00, 9.00,, 25.90, 14.22,, 31.10, 14.32,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poc1,wild,c, 31.9,1.21,,8,19, 1.70, 1.00,, 25.90, 1.30,, 3.20, 0.09,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poc2,wild,c, 29.8,1.37,,6,24, 2.40, 1.30,, 28.50, 1.87,, 3.60, 0.12,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poc3,wild,c, 40.5,1.23,,5,25, 2.20, 1.30,, 26.80, 1.99,, 6.70, 0.10,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poc4,wild,c, 39.5,1.27,,9,26, 2.50, 1.30,, 26.30, 3.10,, 4.70, 0.09,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poc5,wild,c, 36.2,1.46,,13,28, 2.40, 1.30,, 30.30, 2.28,, 4.30, 0.16,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poc6,wild,c, 41.7,1.41,,6,25, 1.70, 1.10,, 27.80, 2.00,, 3.60, 0.07,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poc7,wild,c, 42.0,1.48,,6,28, 2.10, 1.30,, 30.60, 1.80,, 4.20, 0.09,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi1,cultivated,i, 5.4,,dry,19,6, 9.50, 7.00,, 27.70, 8.35,, 13.80, 6.07,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi2,cultivated,i, 5.2,,dry,20,6, 9.60, 8.10,, 27.00, 7.05,, 24.30, 7.59,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi3,cultivated,i, 5.7,,dry,19,5, 10.00, 6.20,, 24.80, 8.35,, 20.00, 7.30,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi4,cultivated,i, 4.0,,dry,20,5, 10.60, 6.60,, 32.10, 4.33,, 20.40, 6.59,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi5,cultivated,i, 5.2,,dry,21,5, 9.20, 7.40,, 26.20, 7.11,, 23.10, 6.00,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi6,cultivated,i, 3.8,,dry,18,5, 7.60, 5.60,, 37.20, 5.98,, 19.60, 6.21,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rsi7,cultivated,i, 2.8,,dry,22,6, 11.20, 6.30,, 32.10, 6.17,, 35.70, 5.17,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poi1,wild,i, 29.7,1.24,,4,21, 2.00, 1.10,, 26.80, 1.58,, 5.90, 0.02,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poi2,wild,i, 34.0,1.37,,8,21, 1.10, 0.40,, 26.40, 0.45,, 3.60, 0.00,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poi3,wild,i, 30.7,1.35,,5,8, 1.20, 0.60,, 23.50, 0.61,, 3.50, 0.00,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poi4,wild,i, 30.4,1.38,,7,21, 0.90, 0.50,, 24.50, 0.57,, 4.30, 0.02,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poi5,wild,i, 36.1,1.26,,5,17, 1.50, 1.00,, 28.10, 0.59,, 4.90, 0.00,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poi6,wild,i, 27.1,1.17,,6,26, 1.80, 1.10,, 26.80, 1.53,, 4.70, 0.04,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Poi7,wild,i, 36.3,1.19,,5,22, 2.00, 1.10,, 24.30, 1.70,, 3.50, 0.02,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss1,cultivated,s, 2.7,,dry,17,4, 8.00, 5.00,, 32.70, 1.86,, 30.90, 3.44,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss2,cultivated,s, 2.4,,dry,14,3, 6.00, 3.60,, 41.70, 1.03,, 30.70, 1.55,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss3,cultivated,s, 3.7,,dry,16,4, 7.40, 4.50,, 33.60, 2.10,, 31.20, 2.14,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss4,cultivated,s, 3.0,,dry,17,3, 9.00, 5.40,, 39.40, 2.15,, 25.00, 1.91,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss5,cultivated,s, 1.8,,dry,20,4, 8.00, 3.20,, 46.00, 2.08,, 32.50, 1.29,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss6,cultivated,s, 3.4,,dry,15,4, 8.20, 5.20,, 36.00, 3.65,, 53.20, 3.93,,Alive,
G5,W6,2022-11-24,Raphanus sativus,Rss7,cultivated,s, 2.8,,dry,16,4, 8.00, 4.90,, 37.00, 2.82,, 33.50, 1.82,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Pos1,wild,s, 12.1,,dry,6,21, 1.90, 1.20,, 27.00, 1.38,, 4.20, 0.00,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Pos2,wild,s, 19.3,1.09,,14,36, 2.00, 1.30,, 25.00, 2.90,, 4.30, 0.09,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Pos3,wild,s, 17.4,1.04,,5,19, 2.00, 1.00,, 31.70, 1.13,, 5.60, 0.03,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Pos4,wild,s, 14.4,,dry,5,21, 1.30, 1.00,, 24.80, 1.26,, 4.90, 0.01,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Pos5,wild,s, 15.5,1.06,,7,25, 2.20, 1.50,, 31.20, 1.98,, 6.10, 0.08,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Pos6,wild,s, 16.0,1.07,,9,24, 0.90, 0.60,, 32.10, 0.60,, 4.10, 0.01,,Alive,
G5,W6,2022-11-24,Portulacea oleracea,Pos7,wild,s, 14.2,,dry,5,15, 1.50, 0.80,, 29.00, 1.05,, 3.70, 0.01,,Alive,
